325,464,106
326,10,33
327,997,50
328,489,72
329,120,47
330,6,48
331,422,17
332,843,63
333,529,9
334,567,30
335,693,80
336,962,103
337,750,62
338,384,29
339,238,81
340,258,75
341,229,107
342,259,85
343,148,85
344,36,52
345,816,110
346,55,85
347,940,93
348,268,91
349,566,106
350,186,5
351,679,48
352,821,100
353,71,39
354,676,99
355,841,110
356,317,38
357,957,44
358,530,71
359,357,68
360,357,92
361,597,101
362,646,83
363,615,106
364,962,44
365,931,13
366,825,108
367,769,45
368,342,74
369,413,99
370,488,22
371,697,63
372,507,70
373,227,8
374,678,19
375,48,51
376,743,63
377,162,23
378,862,13
379,414,19
380,805,101
381,204,27
382,26,73
383,28,53
384,489,28
385,889,105
386,760,17
387,414,7
388,643,23
389,851,41
390,595,5
391,766,68
392,634,93
393,438,37
394,287,34
395,496,89
396,71,80
397,534,53
398,923,30
399,479,55
400,706,80
401,876,26
402,543,53
403,460,51
404,259,22
405,820,23
406,152,44
407,74,72
408,822,66
409,52,62
410,694,49
411,975,35
412,46,27
413,450,102
414,159,6
415,337,83
416,304,12
417,897,93
418,528,55
419,977,108
420,728,51
421,1000,11
422,220,6
423,449,89
424,586,24
425,56,95
426,748,20
427,501,41
428,733,79
429,701,80
430,172,66
431,691,104
432,548,58
433,168,11
434,713,107
435,480,60
436,738,41
437,755,80
438,539,89
439,112,31
440,798,73
441,969,55
442,946,68
443,493,39
444,985,71
445,216,30
446,889,40
447,822,49
448,289,12
449,662,102
450,703,36
451,218,5
452,526,18
453,222,33
454,773,36
455,804,49
456,926,46
457,688,106
458,872,18
459,383,60
460,29,56
461,79,14
462,509,9
463,565,66
464,809,96
465,410,83
466,590,73
467,373,80
468,168,5
469,66,50
470,646,88
471,944,63
472,952,22
473,589,95
474,165,57
475,854,53
476,516,16
477,618,89
478,335,42
479,445,105
480,387,46
481,242,9
482,78,40
483,237,7
484,148,62
485,693,12
486,411,12
487,855,19
488,64,106
489,762,92
490,143,35
491,354,18
492,936,63
493,598,12
494,271,53
495,763,63
496,938,12
497,866,40
498,497,38
499,483,14
500,647,102
501,489,71
502,675,70
503,551,12
504,179,63
505,581,13
506,747,18
507,622,100
508,1000,79
509,764,57
510,630,94
511,730,37
512,502,6
513,572,101
514,811,95
515,659,77
516,506,49
517,469,75
518,938,6
519,440,56
520,119,79
521,326,67
522,620,93
523,273,103
524,101,38
525,859,70
526,148,38
527,174,8
528,519,45
529,104,22
530,336,106
531,689,33
532,43,105
533,370,99
534,345,62
535,114,91
536,605,69
537,726,51
538,754,97
539,966,39
540,26,77
541,518,35
542,294,63
543,230,70
544,315,35
545,949,96
546,801,37
547,506,80
548,821,41
549,262,31
550,10,51
551,697,73
552,80,62
553,5,88
554,40,89
555,247,45
556,351,40
557,374,27
558,396,13
559,547,33
560,532,75
561,254,106
562,539,84
563,595,110
564,116,74
565,359,66
566,482,55
567,577,104
568,878,34
569,436,104
570,668,64
571,424,63
572,998,91
573,941,86
574,692,51
575,677,11
576,834,41
577,878,38
578,148,35
579,177,67
580,887,40
581,990,56
582,913,18
583,963,86
584,396,9
585,96,68
586,473,5
587,87,12
588,610,8
589,829,89
590,831,100
591,219,55
592,762,6
593,682,5
594,293,71
595,465,81
596,322,71
597,258,25
598,803,95
599,772,61
600,26,60
601,575,44
602,575,62
603,447,41
604,451,105
605,109,49
606,3,13
607,274,79
608,900,11
609,2,35
610,485,64
611,5,9
612,413,64
613,787,66
614,235,20
615,879,60
616,192,107
617,434,20
618,390,105
619,954,79
620,105,89
621,949,106
622,275,45
623,779,64
624,918,41
625,386,7
626,538,58
627,937,60
628,271,69
629,579,84
630,187,38
631,310,60
632,533,8
633,594,79
634,930,93
635,895,73
636,808,24
637,424,72
638,312,23
639,157,39
640,669,59
641,474,11
642,220,108
643,678,24
644,745,70
645,701,63
646,10,30
647,243,35
648,264,9
649,588,80
650,209,5
651,379,104
652,639,64
653,819,13
654,428,5
655,600,28
656,502,25
657,855,95
658,51,59
659,596,82
660,128,38
661,866,99
662,671,63
663,992,56
664,43,52
665,391,86
666,685,25
667,452,51
668,871,30
669,528,102
670,33,108
671,279,7
672,220,44
673,183,29
674,102,80
675,610,110
676,339,89
677,650,24
678,93,71
679,79,20
680,395,61
681,54,7
682,433,83
683,436,7
684,183,55
685,739,6
686,237,16
687,577,72
688,658,24
689,852,13
690,592,41
691,162,45
692,761,79
693,301,73
694,152,62
695,528,70
696,348,101
697,998,20
698,623,89
699,378,108
700,618,52
701,129,38
702,989,45
703,613,58
704,671,64
705,652,25
706,462,53
707,264,105
708,771,34
709,667,9
710,438,38
711,93,72
712,769,29
713,137,7
714,668,12
715,984,13
716,696,23
717,66,94
718,74,94
719,851,16
720,124,27
721,855,29
722,112,99
723,230,72
724,179,26
725,993,85
726,645,88
727,898,47
728,386,11
729,986,89
730,92,103
731,582,29
732,482,6
733,577,78
734,284,56
735,578,25
736,434,38
737,917,72
738,69,67
739,732,55
740,775,14
741,40,33
742,92,25
743,718,110
744,545,93
745,181,51
746,375,71
747,528,84
748,910,90
749,863,37
750,296,60
751,326,31
752,685,71
753,264,56
754,70,64
755,224,14
756,298,45
757,542,29
758,383,84
759,793,57
760,271,72
761,468,64
762,581,5
763,677,59
764,80,49
765,635,97
766,907,91
767,555,83
768,10,30
769,885,27
770,190,61
771,482,99
772,850,62
773,644,24
774,547,17
775,492,68
776,565,36
777,492,51
778,169,86
779,570,91
780,423,13
781,417,13
782,137,24
783,532,88
784,583,95
785,90,83
786,207,94
787,50,61
788,519,97
789,464,93
790,988,91
791,638,94
792,684,66
793,443,35
794,625,30
795,874,89
796,169,23
797,675,73
798,375,57
799,976,83
800,713,7
801,393,48
802,857,38
803,875,48
804,14,42
805,704,12
806,97,20
807,156,56
808,703,38
809,649,79
810,624,36
811,399,68
812,988,9
813,485,34
814,764,45
815,67,40
816,758,72
817,791,36
818,656,88
819,442,17
820,452,30
821,158,67
822,699,23
823,573,48
824,142,60
825,619,52
826,374,22
827,853,46
828,148,14
829,713,16
830,187,80
831,251,11
832,981,35
833,573,14
834,239,85
835,319,6
836,149,60
837,633,59
838,233,94
839,733,44
840,256,31
841,574,106
842,454,9
843,221,42
844,337,97
845,432,46
846,301,34
847,503,24
848,778,61
849,418,70
850,145,90
851,228,9
852,461,100
853,27,68
854,471,75
855,910,20
856,684,93
857,799,101
858,401,90
859,21,17
860,987,13
861,530,71
862,39,48
863,878,106
864,844,103
865,521,59
866,539,5
867,385,58
868,271,22
869,656,89
870,337,79
871,959,17
872,167,46
873,324,29
874,402,110
875,440,70
876,798,5
877,273,16
878,454,52
879,996,41
880,64,97
881,798,18
882,761,77
883,887,103
884,514,99
885,481,73
886,912,107
887,545,34
888,519,72
889,836,49
890,989,39
891,402,11
892,192,105
893,844,105
894,810,29
895,906,25
896,409,67
897,46,86
898,927,95
899,73,102
900,201,82
901,844,102
902,27,59
903,507,82
904,285,34
905,378,56
906,720,42
907,37,100
908,566,27
909,235,11
910,445,13
911,870,9
912,322,14
913,822,52
914,121,59
915,416,37
916,434,68
917,644,13
918,292,51
919,63,72
920,166,27
921,36,37
922,106,62
923,767,31
924,665,100
925,612,8
926,654,106
927,320,61
928,216,85
929,282,67
930,36,66
931,587,107
932,508,40
933,506,26
934,875,41
935,511,75
936,133,19
937,455,77
938,760,41
939,883,70
940,50,44
941,214,69
942,421,45
943,133,48
944,435,48
945,428,15
946,426,11
947,771,53
948,235,48
949,717,19
950,271,33
951,848,97
952,244,45
953,480,45
954,127,20
955,793,84
956,905,82
957,6,69
958,214,110
959,62,15
960,778,7
961,72,67
962,451,75
963,220,71
964,671,6
965,633,39
966,526,35
967,38,99
968,292,37
969,361,16
970,570,80
971,721,35
972,208,6
973,944,18
974,518,42
975,166,68
976,440,38
977,999,39
978,950,19
979,708,29
980,17,82
981,466,33
982,324,72
983,658,8
984,358,40
985,153,67
986,395,90
987,505,67
988,97,37
989,836,74
990,941,34
991,936,8
992,787,100
993,855,11
994,374,86
995,648,46
996,929,36
997,295,85
998,965,104
999,997,100
1000,313,75
